prod,subfund,issuer,date_auth,doc,deriv,type,id_prod,id_subfund,url_doc,name_subfund,name_prod,diff_text,year
BlackRock Global Funds (AAR239),China Innovation Fund (BSX533),BlackRock (Luxembourg) S.A.,2022-10-26,Offering Documents,No,11,AAR239,BSX533,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSX533&docType=OD,China Innovation Fund,BlackRock Global Funds,China Innovation,2022
BlackRock Global Funds (AAR239),China Onshore Bond Fund (BSY415),BlackRock (Luxembourg) S.A.,2022-10-26,Offering Documents,No,11,AAR239,BSY415,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSY415&docType=OD,China Onshore Bond Fund,BlackRock Global Funds,China Onshore Bond,2022
BlackRock Global Funds (AAR239),Circular Economy Fund (BQT326),BlackRock (Luxembourg) S.A.,2021-04-01,Offering Documents,No,11,AAR239,BQT326,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQT326&docType=OD,Circular Economy Fund,BlackRock Global Funds,Circular Economy,2021
BlackRock Global Funds (AAR239),ESG Flex Choice Cautious Fund (BRY122),BlackRock (Luxembourg) S.A.,2022-01-10,Offering Documents,No,11,AAR239,BRY122,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRY122&docType=OD,ESG Flex Choice Cautious Fund,BlackRock Global Funds,ESG Flex Choice Cautious,2022
BlackRock Global Funds (AAR239),ESG Flex Choice Growth Fund (BRY123),BlackRock (Luxembourg) S.A.,2022-01-10,Offering Documents,No,11,AAR239,BRY123,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRY123&docType=OD,ESG Flex Choice Growth Fund,BlackRock Global Funds,ESG Flex Choice Growth,2022
BlackRock Global Funds (AAR239),ESG Flex Choice Moderate Fund (BRY124),BlackRock (Luxembourg) S.A.,2022-01-10,Offering Documents,No,11,AAR239,BRY124,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRY124&docType=OD,ESG Flex Choice Moderate Fund,BlackRock Global Funds,ESG Flex Choice Moderate,2022
BlackRock Global Funds (AAR239),Next Generation Health Care Fund (BSX534),BlackRock (Luxembourg) S.A.,2022-10-26,Offering Documents,No,11,AAR239,BSX534,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSX534&docType=OD,Next Generation Health Care Fund,BlackRock Global Funds,Next Generation Health Care,2022
BlackRock Global Funds (AAR239),Sustainable Global Infrastructure Fund (BSY416),BlackRock (Luxembourg) S.A.,2022-10-26,Offering Documents,No,11,AAR239,BSY416,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSY416&docType=OD,Sustainable Global Infrastructure Fund,BlackRock Global Funds,Sustainable Infrastructure,2022
BlackRock Premier Funds (BAV201),Dynamic High Income Fund (BSE922),BlackRock Asset Management North Asia Limited,2022-04-12,Offering Documents,No,0,BAV201,BSE922,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSE922&docType=OD,Dynamic High Income Fund,BlackRock Premier Funds,Dynamic High Income,2022
BlackRock Premier Funds (BAV201),Global Megatrend Allocation Fund (BQB866),BlackRock Asset Management North Asia Limited,2020-10-29,Offering Documents,No,2,BAV201,BQB866,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQB866&docType=OD,Global Megatrend Allocation Fund,BlackRock Premier Funds,Global Megatrend Allocation,2020
BlackRock Premier Funds (BAV201),Systematic Global Equity High Income Fund (BSE923),BlackRock Asset Management North Asia Limited,2022-04-12,Offering Documents,No,0,BAV201,BSE923,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSE923&docType=OD,Systematic Global Equity High Income Fund,BlackRock Premier Funds,Systematic Global Equity High Income,2022
BNP Paribas Funds (AEK802),BNP Paribas Funds Climate Impact (BTC292),BNP Paribas ASSET MANAGEMENT Luxembourg,2022-11-28,,No,0,AEK802,BTC292,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BTC292&docType=OD,BNP Paribas Funds Climate Impact,BNP Paribas Funds,Climate Impact,2022
BNP Paribas Funds (AEK802),BNP Paribas Funds Ecosystem Restoration (BRV085),BNP Paribas ASSET MANAGEMENT Luxembourg,2021-12-13,Offering Documents,No,11,AEK802,BRV085,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV085&docType=OD,BNP Paribas Funds Ecosystem Restoration,BNP Paribas Funds,Ecosystem Restoration,2021
BNP Paribas Funds (AEK802),BNP Paribas Funds SMaRT Food (BRV086),BNP Paribas ASSET MANAGEMENT Luxembourg,2021-12-13,Offering Documents,No,11,AEK802,BRV086,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV086&docType=OD,BNP Paribas Funds SMaRT Food,BNP Paribas Funds,SMaRT Food,2021
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Global Corporate Bond (BTC293),BNP Paribas ASSET MANAGEMENT Luxembourg,2022-11-28,,No,0,AEK802,BTC293,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BTC293&docType=OD,BNP Paribas Funds Sustainable Global Corporate Bond,BNP Paribas Funds,Sustainable Global Corporate Bond,2022
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Multi-Asset Balanced (BRV083),BNP Paribas ASSET MANAGEMENT Luxembourg,2021-12-13,Offering Documents,No,11,AEK802,BRV083,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV083&docType=OD,BNP Paribas Funds Sustainable Multi-Asset Balanced,BNP Paribas Funds,Sustainable Multi-Asset Balanced,2021
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Multi-Asset Growth (BRV084),BNP Paribas ASSET MANAGEMENT Luxembourg,2021-12-13,Offering Documents,No,11,AEK802,BRV084,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV084&docType=OD,BNP Paribas Funds Sustainable Multi-Asset Growth,BNP Paribas Funds,Sustainable Multi-Asset Growth,2021
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global High Yield Bond Fund (BRX486),BNY Mellon Fund Management (Luxembourg) S.A.,2022-03-17,Offering Documents,No,11,AGR102,BRX486,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRX486&docType=OD,BNY Mellon Global High Yield Bond Fund,BNY Mellon Global Funds plc,High Yield Bond,2022
BNY Mellon Global Funds plc (AGR102),BNY Mellon U.S. Municipal Infrastructure Debt Fund (BQF568),BNY Mellon Fund Management (Luxembourg) S.A.,2021-02-03,Offering Documents,No,11,AGR102,BQF568,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQF568&docType=OD,BNY Mellon U.S. Municipal Infrastructure Debt Fund,BNY Mellon Global Funds plc,U.S. Municipal Infrastructure Debt,2021
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Asian High Yield Bond Fund (BPG265),BOCHK Asset Management Limited,2020-03-13,Offering Documents,No,0,AYX421,BPG265,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPG265&docType=OD,BOCHK All Weather Asian High Yield Bond Fund,BOCHK Wealth Creation Series,All Weather Asian High Yield Bond,2020
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather China New Dynamic Equity Fund (BRV011),BOCHK Asset Management Limited,2022-02-07,Offering Documents,No,2,AYX421,BRV011,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV011&docType=OD,BOCHK All Weather China New Dynamic Equity Fund,BOCHK Wealth Creation Series,All Weather China New Dynamic Equity,2022
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather ESG Multi-Asset Fund (BQS212),BOCHK Asset Management Limited,2021-04-16,Offering Documents,No,2,AYX421,BQS212,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQS212&docType=OD,BOCHK All Weather ESG Multi-Asset Fund,BOCHK Wealth Creation Series,All Weather ESG Multi-Asset,2021
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather HKD Money Market Fund (BSV019),BOCHK Asset Management Limited,2022-10-27,Offering Documents,No,4,AYX421,BSV019,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSV019&docType=OD,BOCHK All Weather HKD Money Market Fund,BOCHK Wealth Creation Series,All Weather HKD Money Market,2022
BOCIP Asset Management Investment Funds (ATR244),BOCIP Short Term HKD Money Market Fund (BQG552),BOCI-Prudential Asset Management Limited,2021-01-04,Offering Documents,No,4,ATR244,BQG552,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQG552&docType=OD,BOCIP Short Term HKD Money Market Fund,BOCIP Asset Management Investment Funds,Short Term HKD Money Market,2021
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential FTSE MPF China A Index Fund (BRN839),BOCI-Prudential Asset Management Limited,2021-10-15,Offering Documents,No,7,AUX026,BRN839,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRN839&docType=OD,BOC-Prudential FTSE MPF China A Index Fund,BOC-Prudential Index Fund Series,FTSE MPF China A,2021
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential Hong Kong Stable Retirement Fund (BSM054),BOCI-Prudential Asset Management Limited,2022-09-29,Offering Documents,No,2,AFH774,BSM054,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSM054&docType=OD,BOC-Prudential Hong Kong Stable Retirement Fund,BOC-Prudential Unit Trust Fund,Hong Kong Stable Retirement,2022
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),,"Bosera Asset Management (International) Co., Limited",2021-10-15,Offering Documents,,0,BRK534,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,Bosera Global Public Funds Series Open-ended Fund Company,,2021
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Greater China Enhanced Return Bond Fund (BRR570),"Bosera Asset Management (International) Co., Limited",2021-12-08,Offering Documents,No,0,BRK534,BRR570,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRR570&docType=OD,Bosera Greater China Enhanced Return Bond Fund,Bosera Global Public Funds Series Open-ended Fund Company,Greater China Enhanced Return Bond,2021
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Stable Income 18-Month Interval Offering Bond Fund - I (BRS611),"Bosera Asset Management (International) Co., Limited",2022-01-25,Offering Documents,No,2,BRK534,BRS611,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS611&docType=OD,Bosera Stable Income 18-Month Interval Offering Bond Fund - I,Bosera Global Public Funds Series Open-ended Fund Company,Stable Income 18-Month Interval Offering Bond - I,2022
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Stable Income 18-Month Interval Offering Bond Fund - II (BRS612),"Bosera Asset Management (International) Co., Limited",2022-01-25,Offering Documents,No,2,BRK534,BRS612,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS612&docType=OD,Bosera Stable Income 18-Month Interval Offering Bond Fund - II,Bosera Global Public Funds Series Open-ended Fund Company,Stable Income 18-Month Interval Offering Bond - II,2022
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Stable Income 18-Month Interval Offering Bond Fund - III (BRS613),"Bosera Asset Management (International) Co., Limited",2022-01-25,Offering Documents,No,2,BRK534,BRS613,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS613&docType=OD,Bosera Stable Income 18-Month Interval Offering Bond Fund - III,Bosera Global Public Funds Series Open-ended Fund Company,Stable Income 18-Month Interval Offering Bond - III,2022
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera USD Money Market Fund (BSG677),"Bosera Asset Management (International) Co., Limited",2022-06-15,Offering Documents,No,4,BRK534,BSG677,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSG677&docType=OD,Bosera USD Money Market Fund,Bosera Global Public Funds Series Open-ended Fund Company,USD Money Market,2022
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Zeal Hong Kong Equity Plus Fund (BRK536),"Bosera Asset Management (International) Co., Limited",2021-10-15,Offering Documents,No,2,BRK534,BRK536,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRK536&docType=OD,Bosera Zeal Hong Kong Equity Plus Fund,Bosera Global Public Funds Series Open-ended Fund Company,Zeal Hong Kong Equity Plus,2021
BU Fund Series OFC (BPE927),,BEA Union Investment Management Limited,2020-05-22,Offering Documents,,0,BPE927,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,BU Fund Series OFC,,2020
BU Fund Series OFC (BPE927),BU APAC Bond Fund (BPE928),BEA Union Investment Management Limited,2020-05-22,Offering Documents,No,2,BPE927,BPE928,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPE928&docType=OD,BU APAC Bond Fund,BU Fund Series OFC,APAC Bond,2020
BU Fund Series OFC (BPE927),BU Asian Bond Fixed Maturity Fund 2025 (BQM660),BEA Union Investment Management Limited,2021-02-01,Offering Documents,No,2,BPE927,BQM660,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQM660&docType=OD,BU Asian Bond Fixed Maturity Fund 2025,BU Fund Series OFC,Asian Bond Fixed Maturity 2025,2021
BU Fund Series OFC (BPE927),BU China Consumer Power Fund (BQU546),BEA Union Investment Management Limited,2021-04-13,Offering Documents,No,2,BPE927,BQU546,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQU546&docType=OD,BU China Consumer Power Fund,BU Fund Series OFC,China Consumer Power,2021
BU Investment Series OFC (BQK118),,BEA Union Investment Management Limited,2021-03-25,Offering Documents,,0,BQK118,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,BU Investment Series OFC,,2021
BU Investment Series OFC (BQK118),BU Asia Pacific Flexi Allocation Fund (BQK120),BEA Union Investment Management Limited,2021-03-25,Offering Documents,No,2,BQK118,BQK120,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQK120&docType=OD,BU Asia Pacific Flexi Allocation Fund,BU Investment Series OFC,Asia Pacific Flexi Allocation,2021
BU Investment Series OFC (BQK118),BU China Gateway Fund (BQK121),BEA Union Investment Management Limited,2021-03-25,Offering Documents,No,2,BQK118,BQK121,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQK121&docType=OD,BU China Gateway Fund,BU Investment Series OFC,China Gateway,2021
BU Investment Series OFC (BQK118),BU China Phoenix Fund (BQK122),BEA Union Investment Management Limited,2021-03-25,Offering Documents,No,2,BQK118,BQK122,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQK122&docType=OD,BU China Phoenix Fund,BU Investment Series OFC,China Phoenix,2021
BU Investment Series OFC (BQK118),BU Global Flexi Allocation Fund (BQK123),BEA Union Investment Management Limited,2021-03-25,Offering Documents,No,2,BQK118,BQK123,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQK123&docType=OD,BU Global Flexi Allocation Fund,BU Investment Series OFC,Global Flexi Allocation,2021
BU Investment Series OFC (BQK118),BU RMB Core Bond Fund (BQK124),BEA Union Investment Management Limited,2021-03-25,Offering Documents,No,2,BQK118,BQK124,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQK124&docType=OD,BU RMB Core Bond Fund,BU Investment Series OFC,RMB Core Bond,2021
Capital International Fund (BGX053),Capital Group American Balanced Fund (LUX) (BSR977),Capital International Management Company,2022-08-25,Offering Documents,No,11,BGX053,BSR977,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSR977&docType=OD,Capital Group American Balanced Fund (LUX),Capital International Fund,Group American Balanced (LUX),2022
Capital International Fund (BGX053),Capital Group Asian Horizon Fund (LUX) (BQP036),Capital International Management Company,2021-02-18,Offering DocumentsWaivers Granted,No,11,BGX053,BQP036,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQP036&docType=OD,Capital Group Asian Horizon Fund (LUX),Capital International Fund,Group Asian Horizon (LUX),2021
Capital International Fund (BGX053),Capital Group European Opportunities (LUX) (BQP037),Capital International Management Company,2021-02-18,Offering DocumentsWaivers Granted,No,11,BGX053,BQP037,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQP037&docType=OD,Capital Group European Opportunities (LUX),Capital International Fund,Group European Opportunities (LUX),2021
CASH Prime Value Equity OFC (BRS794),,CASH Wealth Management Limited,2022-02-22,Offering Documents,No,0,BRS794,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,CASH Prime Value Equity OFC,,2022
CCB International Investment Fund Series (BQL413),,CCB International Asset Management Limited,2021-03-12,Offering Documents,,0,BQL413,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,CCB International Investment Fund Series,,2021
CCB International Investment Fund Series (BQL413),CCBI-CCBS USD Money Market Fund (BQL414),CCB International Asset Management Limited,2021-03-12,Offering Documents,No,4,BQL413,BQL414,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQL414&docType=OD,CCBI-CCBS USD Money Market Fund,CCB International Investment Fund Series,CCBI-CCBS USD Money Market,2021
CCB Principal (HK) Multi-Strategy Series (BQO033),,"CCB Principal Asset Management (Hong Kong) Co., Limited",2021-05-03,,,0,BQO033,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,CCB Principal (HK) Multi-Strategy Series,,2021
CCB Principal (HK) Multi-Strategy Series (BQO033),CCB Principal (HK) Growth and Income Fund (BQO034),"CCB Principal Asset Management (Hong Kong) Co., Limited",2021-05-03,,No,0,BQO033,BQO034,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQO034&docType=OD,CCB Principal (HK) Growth and Income Fund,CCB Principal (HK) Multi-Strategy Series,Growth and Income,2021
Celsius Investment Funds SICAV (BSH884),,FundRock Management Company S.A.,2022-09-21,Offering Documents,,0,BSH884,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,Celsius Investment Funds SICAV,,2022
Celsius Investment Funds SICAV (BSH884),Shiller US Sector Index Fund (BSH885),FundRock Management Company S.A.,2022-09-21,Offering Documents,No,18,BSH884,BSH885,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSH885&docType=OD,Shiller US Sector Index Fund,Celsius Investment Funds SICAV,Shiller US Sector Index,2022
CFund (BNJ536),CFund - Dynamic Income (BSE527),Pickers Capital Management Limited,2022-04-08,Offering Documents,No,0,BNJ536,BSE527,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSE527&docType=OD,CFund - Dynamic Income,CFund,- Dynamic Income,2022
China Life Franklin Global Fund (BPV896),,"China Life Franklin Asset Management Co., Limited",2020-10-16,Offering Documents,,0,BPV896,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,China Life Franklin Global Fund,,2020
China Life Franklin Global Fund (BPV896),Global Growth Fund (BRD778),"China Life Franklin Asset Management Co., Limited",2021-07-07,Offering Documents,No,0,BPV896,BRD778,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD778&docType=OD,Global Growth Fund,China Life Franklin Global Fund,Growth,2021
China Life Franklin Global Fund (BPV896),Select High Yield Bond Fund (BRD779),"China Life Franklin Asset Management Co., Limited",2021-07-07,Offering Documents,No,0,BPV896,BRD779,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD779&docType=OD,Select High Yield Bond Fund,China Life Franklin Global Fund,Select High Yield Bond,2021
China Life Franklin Global Fund (BPV896),Short Term Bond Fund (BPV897),"China Life Franklin Asset Management Co., Limited",2020-10-16,Offering Documents,No,0,BPV896,BPV897,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPV897&docType=OD,Short Term Bond Fund,China Life Franklin Global Fund,Short Term Bond,2020
ChinaAMC Fund (BCC108),ChinaAMC New Horizon China A Share Fund (BRS967),FundRock Management Company S.A.,2021-11-24,Offering Documents,No,13,BCC108,BRS967,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS967&docType=OD,ChinaAMC New Horizon China A Share Fund,ChinaAMC Fund,New Horizon China A Share,2021
ChinaAMC Investment Trust (AVK669),ChinaAMC Global Investment Grade Bond Fund (BPL369),China Asset Management (Hong Kong) Limited,2020-06-01,Offering Documents,No,0,AVK669,BPL369,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPL369&docType=OD,ChinaAMC Global Investment Grade Bond Fund,ChinaAMC Investment Trust,Global Grade Bond,2020
ChinaAMC Select Fund (AVL899),ChinaAMC Select Flexible Cycle Income Fund (BSX517),China Asset Management (Hong Kong) Limited,2022-10-17,Offering Documents,No,2,AVL899,BSX517,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSX517&docType=OD,ChinaAMC Select Flexible Cycle Income Fund,ChinaAMC Select Fund,Flexible Cycle Income,2022
ChinaAMC Select Fund (AVL899),ChinaAMC Select RMB Investment Grade Income Fund (BSG024),China Asset Management (Hong Kong) Limited,2022-04-26,Offering Documents,No,2,AVL899,BSG024,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSG024&docType=OD,ChinaAMC Select RMB Investment Grade Income Fund,ChinaAMC Select Fund,RMB Investment Grade Income,2022
ChinaAMC Select Fund (AVL899),ChinaAMC Select USD Money Market Fund (BSR551),China Asset Management (Hong Kong) Limited,2022-08-02,Offering Documents,No,4,AVL899,BSR551,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSR551&docType=OD,ChinaAMC Select USD Money Market Fund,ChinaAMC Select Fund,USD Money Market,2022
CICC Fund Series (BNL441),CICC China Equity Fund (BSQ366),China International Capital Corporation Hong Kong Asset Management Limited,2022-07-20,Offering Documents,No,2,BNL441,BSQ366,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSQ366&docType=OD,CICC China Equity Fund,CICC Fund Series,China Equity,2022
CICC Fund Series (BNL441),CICC HKD Money Market ETF (BQE115)#,China International Capital Corporation Hong Kong Asset Management Limited,2020-11-23,Offering Documents,No,4,BNL441,BQE115)#,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQE115)#&docType=OD,CICC HKD Money Market ETF,CICC Fund Series,HKD Money Market ETF,2020
CICC Fund Series (BNL441),CICC Hong Kong Equity Fund (BPL776),China International Capital Corporation Hong Kong Asset Management Limited,2020-04-28,Offering Documents,No,2,BNL441,BPL776,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPL776&docType=OD,CICC Hong Kong Equity Fund,CICC Fund Series,Hong Kong Equity,2020
CMBC Aggregate Fund (BPM389),,CMBC Asset Management Company Limited,2020-07-27,Offering Documents,,0,BPM389,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,CMBC Aggregate Fund,,2020
CMBC Aggregate Fund (BPM389),CMBC Aggregate Greater China Select Bond Fund (BPM390),CMBC Asset Management Company Limited,2020-07-27,Offering Documents,No,0,BPM389,BPM390,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPM390&docType=OD,CMBC Aggregate Greater China Select Bond Fund,CMBC Aggregate Fund,Greater China Select Bond,2020
CMBC Aggregate Fund (BPM389),CMBC Aggregate Greater China Strategy Fund (BRK074),CMBC Asset Management Company Limited,2021-09-15,Offering Documents,No,2,BPM389,BRK074,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRK074&docType=OD,CMBC Aggregate Greater China Strategy Fund,CMBC Aggregate Fund,Greater China Strategy,2021
CMS Funds (AYF849),CMS Money Market Fund (BSX133),"CMS Asset Management (HK) Co., Limited",2022-11-07,Offering Documents,No,4,AYF849,BSX133,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSX133&docType=OD,CMS Money Market Fund,CMS Funds,Money Market,2022
CSOP ETF Series (AZJ424),CSOP Hang Seng TECH Index ETF (BPY216)#,CSOP Asset Management Limited,2020-08-21,Offering Documents,No,0,AZJ424,BPY216)#,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPY216)#&docType=OD,CSOP Hang Seng TECH Index ETF,CSOP ETF Series,Hang Seng TECH Index,2020
CSOP ETF Series III (BQT360),CSOP Hang Seng Index ETF (BQT361)#,CSOP Asset Management Limited,2021-04-30,,No,0,BQT360,BQT361)#,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQT361)#&docType=OD,CSOP Hang Seng Index ETF,CSOP ETF Series III,Hang Seng Index,2021
DCI Investment Trust (AWD544),Da Cheng RMB Money Market Fund (BSR079),Da Cheng International Asset Management Company Limited,2022-09-22,,No,0,AWD544,BSR079,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSR079&docType=OD,Da Cheng RMB Money Market Fund,DCI Investment Trust,Da Cheng RMB Money Market,2022
DCI Investment Trust (AWD544),Da Cheng Short Term Bond Fund (BQD056),Da Cheng International Asset Management Company Limited,2020-12-16,Offering Documents,No,2,AWD544,BQD056,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQD056&docType=OD,Da Cheng Short Term Bond Fund,DCI Investment Trust,Da Cheng Short Term Bond,2020
E Fund SICAV (BRR528),,LEMANIK ASSET MANAGEMENT S.A.,2022-02-17,Offering Documents,,0,BRR528,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,E Fund SICAV,,2022
E Fund SICAV (BRR528),E Fund (HK) Greater China Quality Growth Fund (BRR529),LEMANIK ASSET MANAGEMENT S.A.,2022-02-17,Offering Documents,No,11,BRR528,BRR529,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRR529&docType=OD,E Fund (HK) Greater China Quality Growth Fund,E Fund SICAV,(HK) Greater China Quality Growth,2022
