Product (CE No.),Sub-fund (CE No.),Issuer,Authorisation date,Documents,Derivative funds,type
GaoTeng WeFund (BND024),GaoTeng Greater China Select Bond Fund (BQF106),GaoTeng Global Asset Management Limited,10/12/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
GaoTeng WeFund (BND024),GaoTeng WeIncome Low Volatility Short Duration Fund (BOE613),GaoTeng Global Asset Management Limited,27/5/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
GaoTeng WeFund (BND024),GaoTeng WeInvest Money Market Fund (BNW892),GaoTeng Global Asset Management Limited,13/2/2019,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
GaoTeng WeFund (BND024),GaoTeng WeValue USD Money Market Fund (BPJ877),GaoTeng Global Asset Management Limited,23/4/2020,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
GF Industry Leaders Mixed Assets Fund (BFT955),,GF Fund Management Company Limited,18/12/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
GF Juyou Mixed Assets Fund (BFT957),,GF Fund Management Company Limited,30/12/2015,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
GFI Unit Trust Series (BNR582),,GF International Investment Management Limited,12/2/2019,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
GFI Unit Trust Series (BNR582),GFI Income Fund (BPC697),GF International Investment Management Limited,2/3/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
GFI Unit Trust Series (BNR582),GFI Select Greater China Growth Fund (BSG488),GF International Investment Management Limited,17/5/2022,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Global X ETF Series II (BGZ810),Global X Asia Pacific High Dividend Yield ETF (BSL575)#,Mirae Asset Global Investments (Hong Kong) Limited,5/7/2022,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Global X ETF Series II (BGZ810),Global X Bloomberg MSCI Asia ex Japan Green Bond ETF (BSL572)#,Mirae Asset Global Investments (Hong Kong) Limited,5/7/2022,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Global X ETF Series II (BGZ810),Global X FTSE China Policy Bank Bond ETF (BSL573)#,Mirae Asset Global Investments (Hong Kong) Limited,5/7/2022,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Goldman Sachs Funds (BMX642),,Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs All China Equity Portfolio (BRZ973),Goldman Sachs Asset Management Fund Services Limited,6/4/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Asia High Yield Bond Portfolio (BQO773),Goldman Sachs Asset Management Fund Services Limited,9/3/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Emerging Markets CORE® Equity Portfolio (BMX646),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Emerging Markets Corporate Bond Portfolio (BMX649),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Emerging Markets Debt Portfolio (BMX647),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Emerging Markets Equity Portfolio (BMX643),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Europe CORE® Equity Portfolio (BMX645),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Global CORE® Equity Portfolio (BMX644),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Global Future Health Care Equity Portfolio (BQO774),Goldman Sachs Asset Management Fund Services Limited,9/3/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Global Future Technology Leaders Equity Portfolio (BQO775),Goldman Sachs Asset Management Fund Services Limited,9/3/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Global High Yield Portfolio (BMX648),Goldman Sachs Asset Management Fund Services Limited,26/10/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Global Millennials Equity Portfolio (BPK049),Goldman Sachs Asset Management Fund Services Limited,20/5/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Global Multi-Asset Income Portfolio (BPK050),Goldman Sachs Asset Management Fund Services Limited,20/5/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs India Equity Portfolio (BRZ974),Goldman Sachs Asset Management Fund Services Limited,6/4/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs Japan Equity Partners Portfolio (BSW603),Goldman Sachs Asset Management Fund Services Limited,16/11/2022,Offering Documents,No,2;0;0;0;0;0;0;0;0;11;0;0;0
Goldman Sachs Funds (BMX642),Goldman Sachs US CORE® Equity Portfolio (BPK051),Goldman Sachs Asset Management Fund Services Limited,20/5/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Grand Rejuvenation Asset Allocation Fund Series (BDW020),,CCB International Asset Management Limited,17/12/2014,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Grand Rejuvenation Asset Allocation Fund Series (BDW020),CCBI Global Premium Selection Fund (BGI289),CCB International Asset Management Limited,5/4/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Guosen RMB Investment Series (AYJ266),,Guosen Securities (HK) Asset Management Company Limited,13/1/2012,,,0;0;0;0;0;0;0;0;0;0;0;0;0
Guosen RMB Investment Series (AYJ266),Guosen RMB Renaissance Fund (AYJ267),Guosen Securities (HK) Asset Management Company Limited,13/1/2012,,,0;0;0;0;0;0;0;0;0;0;0;0;0
Guotai Junan Investment Funds (AOM551),,Guotai Junan Assets (Asia) Limited,28/9/2007,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Guotai Junan Investment Funds (AOM551),Guotai Junan Greater China Growth Fund (AOM552),Guotai Junan Assets (Asia) Limited,28/9/2007,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Haitong Greater China Vision Fund (AAT598),,Haitong International Investment Managers Limited,6/3/1989,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Haitong Investment Fund Series (BGZ467),,Haitong International Asset Management (HK) Limited,6/5/2016,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Haitong Investment Fund Series (BGZ467),Haitong Asian High Yield Bond Fund (BGZ471),Haitong International Asset Management (HK) Limited,6/5/2016,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Haitong Investment Fund Series (BGZ467),Haitong China A-Share Investment Fund (BMG523),Haitong International Asset Management (HK) Limited,17/5/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Haitong Investment Fund Series (BGZ467),Haitong Hong Kong Equity Investment Fund (BGZ468),Haitong International Asset Management (HK) Limited,6/5/2016,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Haitong Investment Fund Series (BGZ467),Haitong Japan Equity Investment Fund (BMG524),Haitong International Asset Management (HK) Limited,17/5/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Haitong Investment Fund Series (BGZ467),Haitong Taiwan Equity Investment Fund (BGZ470),Haitong International Asset Management (HK) Limited,6/5/2016,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Haitong Investment Fund Series (BGZ467),Haitong US Equity Investment Fund (BMG525),Haitong International Asset Management (HK) Limited,17/5/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Haitong RMB Investment Fund Series (AVJ121),,Haitong International Asset Management (HK) Limited,6/8/2010,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Haitong RMB Investment Fund Series (AVJ121),Haitong China RMB Income Fund (AWQ662),Haitong International Asset Management (HK) Limited,6/1/2012,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Haitong RMB Investment Fund Series (AVJ121),Haitong Global RMB Fixed Income Fund (AVJ122),Haitong International Asset Management (HK) Limited,6/8/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
HAL European Small Cap Equities (BPB839),,Hauck & Aufhauser Fund Services S.A.,25/3/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Hamon Asian Funds (ADC148),,KBA Consulting Management Limited,8/1/1996,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Hamon Asian Funds (ADC148),Hamon Asia ESG Focus Fund (ADC149),KBA Consulting Management Limited,8/1/1996,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Hang Seng Investment Index Funds Series (AJE064),Hang Seng TECH Index ETF (BPY312)#,Hang Seng Investment Management Limited,27/8/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Index Funds Series II (AKQ606),Hang Seng Index Tracking Fund (AKQ607),Hang Seng Investment Management Limited,8/9/2004,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),,Hang Seng Investment Management Limited,29/6/1998,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng American Index Fund (AFA691),Hang Seng Investment Management Limited,29/9/1999,Offering Documents,No,2;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Asian Bond Fund (AGS098),Hang Seng Investment Management Limited,24/7/2001,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng China 50 Index Fund (ATL822),Hang Seng Investment Management Limited,17/9/2009,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng China A Industry Top Index Fund (BMD884),Hang Seng Investment Management Limited,24/4/2018,Offering Documents,No,2;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng China Enterprises Index Fund (AJC026),Hang Seng Investment Management Limited,25/7/2003,Offering Documents,No,2;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng China Equity Fund (AIU389),Hang Seng Investment Management Limited,2/5/2003,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng China Index Fund (AIC336),Hang Seng Investment Management Limited,8/11/2002,Offering Documents,No,2;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng China New Economy Index Fund (BNR605),Hang Seng Investment Management Limited,17/1/2019,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Consumer Sector FlexiPower Fund (AOH796),Hang Seng Investment Management Limited,12/1/2007,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Continental European Index Fund (AFI868),Hang Seng Investment Management Limited,29/9/1999,Offering Documents,No,2;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Corporate Sustainability Index Fund (AWJ523),Hang Seng Investment Management Limited,8/6/2011,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Financial Sector FlexiPower Fund (AND796),Hang Seng Investment Management Limited,29/3/2006,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Global Balanced Fund (AEO344),Hang Seng Investment Management Limited,29/6/1998,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Global Bond Fixed Maturity Fund 2022 - II (BOW655),Hang Seng Investment Management Limited,12/12/2019,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Global Bond Fund (AEY682),Hang Seng Investment Management Limited,5/1/1999,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Global Conservative Fund (AEO345),Hang Seng Investment Management Limited,29/6/1998,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Global Financial Sector Bond Fund (ATJ077),Hang Seng Investment Management Limited,7/8/2009,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Global High Growth Fund (AEP544),Hang Seng Investment Management Limited,29/6/1998,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Global Technology Fund (AFG455),Hang Seng Investment Management Limited,31/8/1999,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Hong Kong Bond Fund (AFW149),Hang Seng Investment Management Limited,7/6/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Hong Kong Equity Fund (AHC668),Hang Seng Investment Management Limited,14/12/2001,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng HSCEI Daily (1.5x) Leveraged Fund (AIR742),Hang Seng Investment Management Limited,12/12/2003,Offering Documents,Yes,0;0;0;0;0;7;0;9;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng HSI Daily (1.5x) Leveraged Fund (AFV836),Hang Seng Investment Management Limited,4/11/2000,Offering Documents,Yes,0;0;0;0;0;7;0;9;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Index Fund (AEO343),Hang Seng Investment Management Limited,29/6/1998,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Japan Index Fund (AFI869),Hang Seng Investment Management Limited,29/9/1999,Offering Documents,No,2;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Mainland and Hong Kong Corporate Bond Fund (ASL687),Hang Seng Investment Management Limited,9/4/2009,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Mainland China Bond Fund (AQZ715),Hang Seng Investment Management Limited,27/5/2008,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng MidCap Index Fund (AHQ850),Hang Seng Investment Management Limited,2/8/2002,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Pacific Index Fund (AFI870),Hang Seng Investment Management Limited,29/9/1999,Offering Documents,No,2;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Ping An Asian Income Fund (BPQ151),Hang Seng Investment Management Limited,29/7/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Property Sector FlexiPower Fund (AJO218),Hang Seng Investment Management Limited,18/10/2004,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng Taiwan Index Fund (AQM501),Hang Seng Investment Management Limited,6/3/2008,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Investment Series (AEO342),Hang Seng UK Index Fund (AFI871),Hang Seng Investment Management Limited,29/9/1999,Offering Documents,No,2;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Islamic Investment Series (APE845),,Hang Seng Investment Management Limited,19/11/2007,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Islamic Investment Series (APE845),Hang Seng Islamic China Index Fund (APE848),Hang Seng Investment Management Limited,19/11/2007,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
Hang Seng Mainland Investment Series (AUG744),,Hang Seng Investment Management Limited,17/2/2010,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Mainland Investment Series (AUG744),Hang Seng China A-Share FlexiPower Fund (BAU929),Hang Seng Investment Management Limited,7/5/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Mainland Investment Series (AUG744),Hang Seng China A-Share Focus Fund (AUG745),Hang Seng Investment Management Limited,17/2/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Hang Seng Mainland Investment Series (AUG744),Hang Seng RMB Bond Fund (AVT455),Hang Seng Investment Management Limited,19/10/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds (Hong Kong) (AVM265),,Harvest Global Investments Limited,5/1/2012,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds (Hong Kong) (AVM265),Harvest Asia Dividend Equity Fund (BBY619),Harvest Global Investments Limited,7/1/2014,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds (Hong Kong) (AVM265),Harvest China A Research Select Fund (BBY617),Harvest Global Investments Limited,7/1/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds (Hong Kong) (AVM265),Harvest China Income Fund (BAY173),Harvest Global Investments Limited,26/8/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds (Hong Kong) (AVM265),Harvest China Multi Asset Income Fund (BBY618),Harvest Global Investments Limited,18/9/2014,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds (Hong Kong) (AVM265),Harvest Global Real Estate Opportunities Fund (BLP153),Harvest Global Investments Limited,7/3/2018,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds (Hong Kong) (AVM265),Harvest HKD Money Market Fund (BOM656),Harvest Global Investments Limited,11/10/2019,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
Harvest Funds Series (Hong Kong) (AZH018),,Harvest Global Investments Limited,5/2/2013,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds Series (Hong Kong) (AZH018),Asia Frontier Equity Fund (AZH019),Harvest Global Investments Limited,5/2/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Funds Series (Hong Kong) (AZH018),China Equity Fund (AZH020),Harvest Global Investments Limited,5/2/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Growth Income Fund (BGI568),,"Harvest Fund Management Co, Ltd",6/4/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Harvest Research Select Fund (BGI566),,"Harvest Fund Management Co, Ltd",6/4/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
HSBC Collective Investment Trust (BBR113),,HSBC Investment Funds (Hong Kong) Limited,3/3/2014,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
HSBC Collective Investment Trust (BBR113),HSBC All China Bond Fund (BBR114),HSBC Investment Funds (Hong Kong) Limited,3/3/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
HSBC Collective Investment Trust (BBR113),HSBC Asia High Income Bond Fund (BIM280),HSBC Investment Funds (Hong Kong) Limited,19/1/2017,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
HSBC Collective Investment Trust (BBR113),HSBC Asia Multi-Asset High Income Fund (BNB749),HSBC Investment Funds (Hong Kong) Limited,9/8/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
HSBC Collective Investment Trust (BBR113),HSBC Asia Pacific ex Japan Equity Volatility Focused Fund (BER966),HSBC Investment Funds (Hong Kong) Limited,24/2/2015,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
